hit_from,hit_to,query_from,query_to,hit_gaps,query_gaps,align_from,align_to,align_len,identity,query_strand,hit_strand,bit_score,evalue,hit_seqid,hit_genome_id,query_genome_id,hit_taxonomy_id,query_taxonomy_id,gff_seqid,gff_source,gff_type,gff_start,gff_end,gff_score,gff_strand,gff_phase,gff_gene_id,gff_attribute:ID
7900939,7900978,2587,2626,0,0,7898352,7907202,39,36,+,-,56.5198,5.85232e-05,NC_066270.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_024088385.2-27
14292459,14292532,2578,2653,2,0,14289881,14298731,75,67,+,-,93.4528,4.46056e-16,NC_066270.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_024088306.2-27
12909632,12909696,2598,2665,3,0,12907034,12915884,67,59,+,-,76.8329,4.49223e-11,NC_066270.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_024088306.2-27
7900939,7900978,2587,2626,0,0,7898352,7907202,39,36,+,-,56.5198,5.85232e-05,NC_066270.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_024088306.2-27
14292459,14292532,2578,2653,2,0,14289881,14298731,75,67,+,-,93.4528,4.46056e-16,NC_066270.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_024088225.2-28
12909632,12909696,2598,2665,3,0,12907034,12915884,67,59,+,-,76.8329,4.49223e-11,NC_066270.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_024088225.2-28
7900939,7900978,2587,2626,0,0,7898352,7907202,39,36,+,-,56.5198,5.85232e-05,NC_066270.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_024088225.2-28
14292459,14292532,2578,2653,2,0,14289881,14298731,75,67,+,-,93.4528,4.46056e-16,NC_066270.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_024088542.2-27
12909632,12909696,2598,2665,3,0,12907034,12915884,67,59,+,-,76.8329,4.49223e-11,NC_066270.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_024088542.2-27
7900939,7900978,2587,2626,0,0,7898352,7907202,39,36,+,-,56.5198,5.85232e-05,NC_066270.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_024088542.2-27
14292459,14292532,2578,2653,2,0,14289881,14298731,75,67,+,-,93.4528,4.46056e-16,NC_066270.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_024088466.2-27
12909632,12909696,2598,2665,3,0,12907034,12915884,67,59,+,-,76.8329,4.49223e-11,NC_066270.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_024088466.2-27
7900939,7900978,2587,2626,0,0,7898352,7907202,39,36,+,-,56.5198,5.85232e-05,NC_066270.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_024088466.2-27
14292459,14292532,2578,2653,2,0,14289881,14298731,75,67,+,-,93.4528,4.46056e-16,NC_066270.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_052890815.1-25
12909632,12909696,2598,2665,3,0,12907034,12915884,67,59,+,-,76.8329,4.49223e-11,NC_066270.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_052890815.1-25
7900939,7900978,2587,2626,0,0,7898352,7907202,39,36,+,-,56.5198,5.85232e-05,NC_066270.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_052890815.1-25
7533291,7533355,2579,2643,0,0,7530712,7539562,64,59,+,+,91.6061,1.6043e-15,NC_066291.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_024088150.2-28
8372993,8373053,2581,2641,0,0,8370412,8379262,60,54,+,-,78.6796,1.24901e-11,NC_066291.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_024088150.2-28
5247953,5248010,2586,2642,0,1,5245367,5254217,57,52,+,-,76.8329,4.49223e-11,NC_066291.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_024088150.2-28
4166536,4166587,2587,2638,0,0,4163949,4172799,51,47,+,+,73.1396,5.81107e-10,NC_066291.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_024088150.2-28
7973167,7973218,2598,2650,1,0,7970569,7979419,52,46,+,-,62.0597,1.25787e-06,NC_066291.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_024088150.2-28
7533291,7533355,2579,2643,0,0,7530712,7539562,64,59,+,+,91.6061,1.6043e-15,NC_066291.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_024088385.2-27
8372993,8373053,2581,2641,0,0,8370412,8379262,60,54,+,-,78.6796,1.24901e-11,NC_066291.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_024088385.2-27
5247953,5248010,2586,2642,0,1,5245367,5254217,57,52,+,-,76.8329,4.49223e-11,NC_066291.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_024088385.2-27
4166536,4166587,2587,2638,0,0,4163949,4172799,51,47,+,+,73.1396,5.81107e-10,NC_066291.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_024088385.2-27
7973167,7973218,2598,2650,1,0,7970569,7979419,52,46,+,-,62.0597,1.25787e-06,NC_066291.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_024088385.2-27
7533291,7533355,2579,2643,0,0,7530712,7539562,64,59,+,+,91.6061,1.6043e-15,NC_066291.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_024088306.2-27
8372993,8373053,2581,2641,0,0,8370412,8379262,60,54,+,-,78.6796,1.24901e-11,NC_066291.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_024088306.2-27
5247953,5248010,2586,2642,0,1,5245367,5254217,57,52,+,-,76.8329,4.49223e-11,NC_066291.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_024088306.2-27
4166536,4166587,2587,2638,0,0,4163949,4172799,51,47,+,+,73.1396,5.81107e-10,NC_066291.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_024088306.2-27
7973167,7973218,2598,2650,1,0,7970569,7979419,52,46,+,-,62.0597,1.25787e-06,NC_066291.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_024088306.2-27
7533291,7533355,2579,2643,0,0,7530712,7539562,64,59,+,+,91.6061,1.6043e-15,NC_066291.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_024088225.2-28
8372993,8373053,2581,2641,0,0,8370412,8379262,60,54,+,-,78.6796,1.24901e-11,NC_066291.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_024088225.2-28
5247953,5248010,2586,2642,0,1,5245367,5254217,57,52,+,-,76.8329,4.49223e-11,NC_066291.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_024088225.2-28
4166536,4166587,2587,2638,0,0,4163949,4172799,51,47,+,+,73.1396,5.81107e-10,NC_066291.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_024088225.2-28
7973167,7973218,2598,2650,1,0,7970569,7979419,52,46,+,-,62.0597,1.25787e-06,NC_066291.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_024088225.2-28
7533291,7533355,2579,2643,0,0,7530712,7539562,64,59,+,+,91.6061,1.6043e-15,NC_066291.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_024088542.2-27
8372993,8373053,2581,2641,0,0,8370412,8379262,60,54,+,-,78.6796,1.24901e-11,NC_066291.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_024088542.2-27
5247953,5248010,2586,2642,0,1,5245367,5254217,57,52,+,-,76.8329,4.49223e-11,NC_066291.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_024088542.2-27
4166536,4166587,2587,2638,0,0,4163949,4172799,51,47,+,+,73.1396,5.81107e-10,NC_066291.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_024088542.2-27
7973167,7973218,2598,2650,1,0,7970569,7979419,52,46,+,-,62.0597,1.25787e-06,NC_066291.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_024088542.2-27
7533291,7533355,2579,2643,0,0,7530712,7539562,64,59,+,+,91.6061,1.6043e-15,NC_066291.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_024088466.2-27
8372993,8373053,2581,2641,0,0,8370412,8379262,60,54,+,-,78.6796,1.24901e-11,NC_066291.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_024088466.2-27
5247953,5248010,2586,2642,0,1,5245367,5254217,57,52,+,-,76.8329,4.49223e-11,NC_066291.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_024088466.2-27
4166536,4166587,2587,2638,0,0,4163949,4172799,51,47,+,+,73.1396,5.81107e-10,NC_066291.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_024088466.2-27
7973167,7973218,2598,2650,1,0,7970569,7979419,52,46,+,-,62.0597,1.25787e-06,NC_066291.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_024088466.2-27
7533291,7533355,2579,2643,0,0,7530712,7539562,64,59,+,+,91.6061,1.6043e-15,NC_066291.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_052890815.1-25
8372993,8373053,2581,2641,0,0,8370412,8379262,60,54,+,-,78.6796,1.24901e-11,NC_066291.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_052890815.1-25
5247953,5248010,2586,2642,0,1,5245367,5254217,57,52,+,-,76.8329,4.49223e-11,NC_066291.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_052890815.1-25
4166536,4166587,2587,2638,0,0,4163949,4172799,51,47,+,+,73.1396,5.81107e-10,NC_066291.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_052890815.1-25
7973167,7973218,2598,2650,1,0,7970569,7979419,52,46,+,-,62.0597,1.25787e-06,NC_066291.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_052890815.1-25
4890984,4891059,2586,2664,3,0,4888398,4897248,78,69,+,-,91.6061,1.6043e-15,NC_066283.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_024088150.2-28
4890984,4891059,2586,2664,3,0,4888398,4897248,78,69,+,-,91.6061,1.6043e-15,NC_066283.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_024088385.2-27
4890984,4891059,2586,2664,3,0,4888398,4897248,78,69,+,-,91.6061,1.6043e-15,NC_066283.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_024088306.2-27
4890984,4891059,2586,2664,3,0,4888398,4897248,78,69,+,-,91.6061,1.6043e-15,NC_066283.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_024088225.2-28
4890984,4891059,2586,2664,3,0,4888398,4897248,78,69,+,-,91.6061,1.6043e-15,NC_066283.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_024088542.2-27
4890984,4891059,2586,2664,3,0,4888398,4897248,78,69,+,-,91.6061,1.6043e-15,NC_066283.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_024088466.2-27
4890984,4891059,2586,2664,3,0,4888398,4897248,78,69,+,-,91.6061,1.6043e-15,NC_066283.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_052890815.1-25
11305792,11305868,2587,2664,1,0,11303205,11312055,77,67,+,-,86.0662,7.4641e-14,NC_066265.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_024088150.2-28
13095556,13095617,2571,2631,1,2,13092985,13101835,62,56,+,-,78.6796,1.24901e-11,NC_066265.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_024088150.2-28
11305792,11305868,2587,2664,1,0,11303205,11312055,77,67,+,-,86.0662,7.4641e-14,NC_066265.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_024088385.2-27
13095556,13095617,2571,2631,1,2,13092985,13101835,62,56,+,-,78.6796,1.24901e-11,NC_066265.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_024088385.2-27
11305792,11305868,2587,2664,1,0,11303205,11312055,77,67,+,-,86.0662,7.4641e-14,NC_066265.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_024088306.2-27
13095556,13095617,2571,2631,1,2,13092985,13101835,62,56,+,-,78.6796,1.24901e-11,NC_066265.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_024088306.2-27
11305792,11305868,2587,2664,1,0,11303205,11312055,77,67,+,-,86.0662,7.4641e-14,NC_066265.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_024088225.2-28
13095556,13095617,2571,2631,1,2,13092985,13101835,62,56,+,-,78.6796,1.24901e-11,NC_066265.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_024088225.2-28
11305792,11305868,2587,2664,1,0,11303205,11312055,77,67,+,-,86.0662,7.4641e-14,NC_066265.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_024088542.2-27
13095556,13095617,2571,2631,1,2,13092985,13101835,62,56,+,-,78.6796,1.24901e-11,NC_066265.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_024088542.2-27
11305792,11305868,2587,2664,1,0,11303205,11312055,77,67,+,-,86.0662,7.4641e-14,NC_066265.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_024088466.2-27
13095556,13095617,2571,2631,1,2,13092985,13101835,62,56,+,-,78.6796,1.24901e-11,NC_066265.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_024088466.2-27
11305792,11305868,2587,2664,1,0,11303205,11312055,77,67,+,-,86.0662,7.4641e-14,NC_066265.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_052890815.1-25
13095556,13095617,2571,2631,1,2,13092985,13101835,62,56,+,-,78.6796,1.24901e-11,NC_066265.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_052890815.1-25
9431874,9431927,2587,2641,1,0,9429287,9438137,54,51,+,-,82.3729,9.65542e-13,NC_066284.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_024088150.2-28
9431874,9431927,2587,2641,1,0,9429287,9438137,54,51,+,-,82.3729,9.65542e-13,NC_066284.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_024088385.2-27
9431874,9431927,2587,2641,1,0,9429287,9438137,54,51,+,-,82.3729,9.65542e-13,NC_066284.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_024088306.2-27
9431874,9431927,2587,2641,1,0,9429287,9438137,54,51,+,-,82.3729,9.65542e-13,NC_066284.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_024088225.2-28
9431874,9431927,2587,2641,1,0,9429287,9438137,54,51,+,-,82.3729,9.65542e-13,NC_066284.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_024088542.2-27
9431874,9431927,2587,2641,1,0,9429287,9438137,54,51,+,-,82.3729,9.65542e-13,NC_066284.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_024088466.2-27
9431874,9431927,2587,2641,1,0,9429287,9438137,54,51,+,-,82.3729,9.65542e-13,NC_066284.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_052890815.1-25
9881641,9881725,2577,2660,2,3,9879064,9887914,86,73,+,-,82.3729,9.65542e-13,NC_066280.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_024088150.2-28
9881641,9881725,2577,2660,2,3,9879064,9887914,86,73,+,-,82.3729,9.65542e-13,NC_066280.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_024088385.2-27
9881641,9881725,2577,2660,2,3,9879064,9887914,86,73,+,-,82.3729,9.65542e-13,NC_066280.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_024088306.2-27
9881641,9881725,2577,2660,2,3,9879064,9887914,86,73,+,-,82.3729,9.65542e-13,NC_066280.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_024088225.2-28
9881641,9881725,2577,2660,2,3,9879064,9887914,86,73,+,-,82.3729,9.65542e-13,NC_066280.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_024088542.2-27
9881641,9881725,2577,2660,2,3,9879064,9887914,86,73,+,-,82.3729,9.65542e-13,NC_066280.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_024088466.2-27
9881641,9881725,2577,2660,2,3,9879064,9887914,86,73,+,-,82.3729,9.65542e-13,NC_066280.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_052890815.1-25
1587824,1587892,2590,2662,4,0,1585234,1594084,72,63,+,-,80.5262,3.47271e-12,NC_066308.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_024088150.2-28
1587824,1587892,2590,2662,4,0,1585234,1594084,72,63,+,-,80.5262,3.47271e-12,NC_066308.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_024088385.2-27
1587824,1587892,2590,2662,4,0,1585234,1594084,72,63,+,-,80.5262,3.47271e-12,NC_066308.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_024088306.2-27
1587824,1587892,2590,2662,4,0,1585234,1594084,72,63,+,-,80.5262,3.47271e-12,NC_066308.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_024088225.2-28
1587824,1587892,2590,2662,4,0,1585234,1594084,72,63,+,-,80.5262,3.47271e-12,NC_066308.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_024088542.2-27
1587824,1587892,2590,2662,4,0,1585234,1594084,72,63,+,-,80.5262,3.47271e-12,NC_066308.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_024088466.2-27
1587824,1587892,2590,2662,4,0,1585234,1594084,72,63,+,-,80.5262,3.47271e-12,NC_066308.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_052890815.1-25
8314089,8314158,2582,2653,2,0,8311507,8320357,71,62,+,+,80.5262,3.47271e-12,NC_066271.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_024088150.2-28
8314089,8314158,2582,2653,2,0,8311507,8320357,71,62,+,+,80.5262,3.47271e-12,NC_066271.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_024088385.2-27
8314089,8314158,2582,2653,2,0,8311507,8320357,71,62,+,+,80.5262,3.47271e-12,NC_066271.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_024088306.2-27
8314089,8314158,2582,2653,2,0,8311507,8320357,71,62,+,+,80.5262,3.47271e-12,NC_066271.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_024088225.2-28
8314089,8314158,2582,2653,2,0,8311507,8320357,71,62,+,+,80.5262,3.47271e-12,NC_066271.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_024088542.2-27
8314089,8314158,2582,2653,2,0,8311507,8320357,71,62,+,+,80.5262,3.47271e-12,NC_066271.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_024088466.2-27
8314089,8314158,2582,2653,2,0,8311507,8320357,71,62,+,+,80.5262,3.47271e-12,NC_066271.1,GCF_905404315.1,GCF_947172395.1,189913,110368,NC_069110.1,Gnomon,exon,7864860,7873710,None,+,None,112050002,exon-XM_052890815.1-25
